Wavelength (nm),Sum(calc),Mn I (1.1e-1),Mn II (8.9e-1)
390.76,1.895e+1,1.895e+1,2.296e-16
390.79,3.205e+1,3.205e+1,2.297e-16
390.81,4.433e+1,4.433e+1,2.297e-16
390.84,6.933e+1,6.933e+1,2.299e-16
390.86,9.099e+1,9.099e+1,2.299e-16
390.89,1.316e+2,1.316e+2,2.300e-16
390.91,1.639e+2,1.639e+2,2.301e-16
390.94,2.191e+2,2.191e+2,2.302e-16
390.96,2.590e+2,2.590e+2,2.303e-16
390.99,3.201e+2,3.201e+2,2.304e-16
391.01,3.591e+2,3.591e+2,2.305e-16
391.04,4.103e+2,4.103e+2,2.306e-16
391.06,4.369e+2,4.369e+2,2.307e-16
391.08,4.556e+2,4.556e+2,2.308e-16
391.11,4.664e+2,4.664e+2,2.309e-16
391.13,4.616e+2,4.616e+2,2.310e-16
391.16,4.369e+2,4.369e+2,2.311e-16
391.18,4.103e+2,4.103e+2,2.311e-16
391.21,3.591e+2,3.591e+2,2.313e-16
391.23,3.201e+2,3.201e+2,2.313e-16
391.26,2.590e+2,2.590e+2,2.314e-16
391.28,2.191e+2,2.191e+2,2.315e-16
391.31,1.639e+2,1.639e+2,2.316e-16
391.33,1.316e+2,1.316e+2,2.317e-16
391.36,9.101e+1,9.101e+1,2.318e-16
391.38,6.936e+1,6.936e+1,2.319e-16
391.4,5.179e+1,5.179e+1,2.320e-16
391.43,3.220e+1,3.220e+1,2.321e-16
391.45,2.294e+1,2.294e+1,2.322e-16
391.48,1.350e+1,1.350e+1,2.323e-16
391.5,9.525e+0,9.525e+0,2.324e-16
391.53,6.132e+0,6.132e+0,2.325e-16
391.55,5.208e+0,5.208e+0,2.325e-16
391.58,5.435e+0,5.435e+0,2.327e-16
391.6,6.560e+0,6.560e+0,2.327e-16
391.63,9.697e+0,9.697e+0,2.328e-16
391.65,1.281e+1,1.281e+1,2.329e-16
391.68,1.914e+1,1.914e+1,2.330e-16
391.7,2.451e+1,2.451e+1,2.331e-16
391.72,3.080e+1,3.080e+1,2.332e-16
391.75,4.180e+1,4.180e+1,2.333e-16
391.77,4.996e+1,4.996e+1,2.334e-16
391.8,6.291e+1,6.291e+1,2.335e-16
391.82,7.162e+1,7.162e+1,2.336e-16
391.85,8.410e+1,8.410e+1,2.337e-16
391.87,9.173e+1,9.173e+1,2.338e-16
391.9,1.020e+2,1.020e+2,2.339e-16
391.92,1.085e+2,1.085e+2,2.339e-16
391.95,1.190e+2,1.190e+2,2.341e-16
391.97,1.281e+2,1.281e+2,2.341e-16
392,1.492e+2,1.492e+2,2.342e-16
392.02,1.713e+2,1.713e+2,2.343e-16
392.04,2.029e+2,2.029e+2,2.344e-16
392.07,2.749e+2,2.749e+2,2.345e-16
392.09,3.439e+2,3.439e+2,2.346e-16
392.12,4.863e+2,4.863e+2,2.347e-16
392.14,6.107e+2,6.107e+2,2.348e-16
392.17,8.443e+2,8.443e+2,2.349e-16
392.19,1.031e+3,1.031e+3,2.350e-16
392.22,1.351e+3,1.351e+3,2.351e-16
392.24,1.585e+3,1.585e+3,2.352e-16
392.27,1.950e+3,1.950e+3,2.353e-16
392.29,2.192e+3,2.192e+3,2.353e-16
392.32,2.533e+3,2.533e+3,2.355e-16
392.34,2.736e+3,2.736e+3,2.355e-16
392.36,2.912e+3,2.912e+3,2.356e-16
392.39,3.122e+3,3.122e+3,2.357e-16
392.41,3.225e+3,3.225e+3,2.358e-16
392.44,3.330e+3,3.330e+3,2.359e-16
392.46,3.372e+3,3.372e+3,2.360e-16
392.49,3.407e+3,3.407e+3,2.361e-16
392.51,3.417e+3,3.417e+3,2.362e-16
392.54,3.417e+3,3.417e+3,2.363e-16
392.56,3.406e+3,3.406e+3,2.364e-16
392.59,3.366e+3,3.366e+3,2.365e-16
392.61,3.318e+3,3.318e+3,2.366e-16
392.64,3.203e+3,3.203e+3,2.367e-16
392.66,3.093e+3,3.093e+3,2.367e-16
392.68,2.956e+3,2.956e+3,2.368e-16
392.71,2.699e+3,2.699e+3,2.369e-16
392.73,2.502e+3,2.502e+3,2.370e-16
392.76,2.180e+3,2.180e+3,2.371e-16
392.78,1.959e+3,1.959e+3,2.372e-16
392.81,1.638e+3,1.638e+3,2.373e-16
392.83,1.439e+3,1.439e+3,2.374e-16
392.86,1.174e+3,1.174e+3,2.375e-16
392.88,1.024e+3,1.024e+3,2.376e-16
392.91,8.400e+2,8.400e+2,2.377e-16
392.93,7.424e+2,7.424e+2,2.378e-16
392.96,6.282e+2,6.282e+2,2.379e-16
392.98,5.694e+2,5.694e+2,2.380e-16
393,5.213e+2,5.213e+2,2.380e-16
393.03,4.634e+2,4.634e+2,2.381e-16
393.05,4.313e+2,4.313e+2,2.382e-16
393.08,3.885e+2,3.885e+2,2.383e-16
393.1,3.620e+2,3.620e+2,2.384e-16
393.13,3.233e+2,3.233e+2,2.385e-16
393.15,2.976e+2,2.976e+2,2.386e-16
393.18,2.591e+2,2.591e+2,2.387e-16
393.2,2.336e+2,2.336e+2,2.388e-16
393.23,1.961e+2,1.961e+2,2.389e-16
393.25,1.723e+2,1.723e+2,2.390e-16
393.28,1.394e+2,1.394e+2,2.391e-16
393.3,1.201e+2,1.201e+2,2.392e-16
393.32,1.036e+2,1.036e+2,2.392e-16
393.35,8.483e+1,8.483e+1,2.394e-16
393.37,7.690e+1,7.690e+1,2.394e-16
393.4,7.256e+1,7.256e+1,2.395e-16
393.42,7.490e+1,7.490e+1,2.396e-16
393.45,8.620e+1,8.620e+1,2.397e-16
393.47,9.862e+1,9.862e+1,2.398e-16
393.5,1.235e+2,1.235e+2,2.399e-16
393.52,1.434e+2,1.434e+2,2.400e-16
393.55,1.758e+2,1.758e+2,2.401e-16
393.57,1.976e+2,1.976e+2,2.402e-16
393.6,2.277e+2,2.277e+2,2.403e-16
393.62,2.444e+2,2.444e+2,2.404e-16
393.64,2.570e+2,2.570e+2,2.405e-16
393.67,2.670e+2,2.670e+2,2.406e-16
393.69,2.669e+2,2.669e+2,2.406e-16
393.72,2.567e+2,2.567e+2,2.408e-16
393.74,2.438e+2,2.438e+2,2.408e-16
393.77,2.170e+2,2.170e+2,2.409e-16
393.79,1.958e+2,1.958e+2,2.410e-16
393.82,1.613e+2,1.613e+2,2.411e-16
393.84,1.382e+2,1.382e+2,2.412e-16
393.87,1.054e+2,1.054e+2,2.413e-16
393.89,8.571e+1,8.571e+1,2.414e-16
393.92,6.049e+1,6.049e+1,2.415e-16
393.94,4.673e+1,4.673e+1,2.416e-16
393.96,3.536e+1,3.536e+1,2.417e-16
393.99,2.239e+1,2.239e+1,2.418e-16
394.01,1.609e+1,1.609e+1,2.419e-16
394.04,9.433e+0,9.433e+0,2.420e-16
394.06,6.438e+0,6.438e+0,2.420e-16
394.09,3.492e+0,3.492e+0,2.422e-16
394.11,2.264e+0,2.264e+0,2.422e-16
394.14,1.136e+0,1.136e+0,2.423e-16
394.16,6.995e-1,6.995e-1,2.424e-16
394.19,3.250e-1,3.250e-1,2.425e-16
394.21,1.900e-1,1.900e-1,2.426e-16
394.24,8.169e-2,8.169e-2,2.427e-16
394.26,4.535e-2,4.535e-2,2.428e-16
394.28,2.467e-2,2.467e-2,2.429e-16
394.31,9.517e-3,9.517e-3,2.430e-16
394.33,4.916e-3,4.916e-3,2.431e-16
394.36,1.759e-3,1.759e-3,2.432e-16
394.38,8.691e-4,8.691e-4,2.433e-16
394.41,3.134e-4,3.134e-4,2.434e-16
394.43,1.975e-4,1.975e-4,2.434e-16
394.46,2.518e-4,2.518e-4,2.436e-16
394.48,4.703e-4,4.703e-4,2.436e-16
394.51,1.371e-3,1.371e-3,2.437e-16
394.53,2.788e-3,2.788e-3,2.438e-16
394.56,7.824e-3,7.824e-3,2.439e-16
394.58,1.520e-2,1.520e-2,2.440e-16
394.6,2.897e-2,2.897e-2,2.441e-16
394.63,7.350e-2,7.350e-2,2.442e-16
394.65,1.335e-1,1.335e-1,2.443e-16
394.68,3.153e-1,3.153e-1,2.444e-16
394.7,5.461e-1,5.461e-1,2.445e-16
394.73,1.201e+0,1.201e+0,2.446e-16
394.75,1.984e+0,1.984e+0,2.447e-16
394.78,4.064e+0,4.064e+0,2.448e-16
394.8,6.402e+0,6.402e+0,2.448e-16
394.83,1.222e+1,1.222e+1,2.450e-16
394.85,1.837e+1,1.837e+1,2.450e-16
394.88,3.268e+1,3.268e+1,2.451e-16
394.9,4.687e+1,4.687e+1,2.452e-16
394.92,6.596e+1,6.596e+1,2.453e-16
394.95,1.063e+2,1.063e+2,2.454e-16
394.97,1.428e+2,1.428e+2,2.455e-16
395,2.145e+2,2.145e+2,2.456e-16
395.02,2.748e+2,2.748e+2,2.457e-16
395.05,3.847e+2,3.847e+2,2.458e-16
395.07,4.702e+2,4.702e+2,2.459e-16
395.1,6.134e+2,6.134e+2,2.460e-16
395.12,7.152e+2,7.152e+2,2.461e-16
395.15,8.694e+2,8.694e+2,2.462e-16
395.17,9.672e+2,9.672e+2,2.462e-16
395.2,1.096e+3,1.096e+3,2.464e-16
395.22,1.164e+3,1.164e+3,2.464e-16
395.24,1.213e+3,1.213e+3,2.465e-16
395.27,1.247e+3,1.247e+3,2.466e-16
395.29,1.242e+3,1.242e+3,2.467e-16
395.32,1.193e+3,1.193e+3,2.468e-16
395.34,1.137e+3,1.137e+3,2.469e-16
395.37,1.024e+3,1.024e+3,2.470e-16
395.39,9.349e+2,9.349e+2,2.471e-16
395.42,7.920e+2,7.920e+2,2.472e-16
395.44,6.955e+2,6.955e+2,2.473e-16
395.47,5.570e+2,5.570e+2,2.474e-16
395.49,4.720e+2,4.720e+2,2.475e-16
395.52,3.593e+2,3.593e+2,2.476e-16
395.54,2.949e+2,2.949e+2,2.476e-16
395.56,2.391e+2,2.391e+2,2.477e-16
395.59,1.708e+2,1.708e+2,2.478e-16
395.61,1.346e+2,1.346e+2,2.479e-16
395.64,9.207e+1,9.207e+1,2.480e-16
395.66,7.045e+1,7.045e+1,2.481e-16
395.69,4.608e+1,4.608e+1,2.482e-16
395.71,3.416e+1,3.416e+1,2.483e-16
395.74,2.126e+1,2.126e+1,2.484e-16
395.76,1.522e+1,1.522e+1,2.485e-16
395.79,8.959e+0,8.959e+0,2.486e-16
395.81,6.168e+0,6.168e+0,2.487e-16
395.84,3.415e+0,3.415e+0,2.488e-16
395.86,2.253e+0,2.253e+0,2.489e-16
395.88,1.460e+0,1.460e+0,2.489e-16
395.91,7.365e-1,7.365e-1,2.490e-16
395.93,4.558e-1,4.558e-1,2.491e-16
395.96,2.142e-1,2.142e-1,2.492e-16
395.98,1.264e-1,1.264e-1,2.493e-16
396.01,5.521e-2,5.521e-2,2.494e-16
396.03,3.101e-2,3.101e-2,2.495e-16
396.06,1.258e-2,1.258e-2,2.496e-16
396.08,6.725e-3,6.725e-3,2.497e-16
396.11,2.531e-3,2.531e-3,2.498e-16
396.13,1.286e-3,1.286e-3,2.499e-16
396.15,6.407e-4,6.407e-4,2.499e-16
396.18,2.168e-4,2.168e-4,2.501e-16
396.2,1.027e-4,1.027e-4,2.501e-16
396.23,3.220e-5,3.220e-5,2.503e-16
396.25,1.449e-5,1.449e-5,2.503e-16
396.28,4.210e-6,4.210e-6,2.504e-16
396.3,1.800e-6,1.800e-6,2.505e-16
396.33,4.845e-7,4.845e-7,2.506e-16
396.35,1.969e-7,1.969e-7,2.507e-16
396.38,4.908e-8,4.908e-8,2.508e-16
396.4,1.895e-8,1.895e-8,2.509e-16
396.43,4.376e-9,4.376e-9,2.510e-16
396.45,1.607e-9,1.607e-9,2.511e-16
396.47,5.813e-10,5.813e-10,2.512e-16
396.5,1.424e-10,1.424e-10,2.513e-16
396.52,1.086e-10,1.086e-10,2.513e-16
396.55,3.442e-10,3.442e-10,2.515e-16
396.57,9.569e-10,9.569e-10,2.515e-16
396.6,4.391e-9,4.391e-9,2.517e-16
396.62,1.184e-8,1.184e-8,2.517e-16
396.65,5.051e-8,5.051e-8,2.518e-16
396.67,1.295e-7,1.295e-7,2.519e-16
396.7,5.122e-7,5.122e-7,2.520e-16
396.72,1.249e-6,1.249e-6,2.521e-16
396.75,4.578e-6,4.578e-6,2.522e-16
396.77,1.061e-5,1.061e-5,2.523e-16
396.79,2.412e-5,2.412e-5,2.524e-16
396.82,7.954e-5,7.954e-5,2.525e-16
396.84,1.719e-4,1.719e-4,2.526e-16
396.87,5.257e-4,5.257e-4,2.527e-16
396.89,1.080e-3,1.080e-3,2.527e-16
396.92,3.065e-3,3.065e-3,2.529e-16
396.94,5.990e-3,5.990e-3,2.529e-16
396.97,1.577e-2,1.577e-2,2.531e-16
396.99,2.932e-2,2.932e-2,2.531e-16
397.02,7.162e-2,7.162e-2,2.532e-16
397.04,1.267e-1,1.267e-1,2.533e-16
397.07,2.874e-1,2.874e-1,2.534e-16
397.09,4.841e-1,4.841e-1,2.535e-16
397.11,7.996e-1,7.996e-1,2.536e-16
397.14,1.636e+0,1.636e+0,2.537e-16
397.16,2.574e+0,2.574e+0,2.538e-16
397.19,4.898e+0,4.898e+0,2.539e-16
397.21,7.344e+0,7.344e+0,2.540e-16
397.24,1.301e+1,1.301e+1,2.541e-16
397.26,1.860e+1,1.860e+1,2.541e-16
397.29,3.071e+1,3.071e+1,2.543e-16
397.31,4.191e+1,4.191e+1,2.543e-16
397.34,6.457e+1,6.457e+1,2.545e-16
397.36,8.420e+1,8.420e+1,2.545e-16
397.39,1.213e+2,1.213e+2,2.546e-16
397.41,1.512e+2,1.512e+2,2.547e-16
397.43,1.854e+2,1.854e+2,2.548e-16
397.46,2.435e+2,2.435e+2,2.549e-16
397.48,2.860e+2,2.860e+2,2.550e-16
397.51,3.525e+2,3.525e+2,2.551e-16
397.53,3.969e+2,3.969e+2,2.552e-16
397.56,4.597e+2,4.597e+2,2.553e-16
397.58,4.968e+2,4.968e+2,2.554e-16
397.61,5.414e+2,5.414e+2,2.555e-16
397.63,5.621e+2,5.621e+2,2.555e-16
397.66,5.775e+2,5.775e+2,2.557e-16
397.68,5.769e+2,5.769e+2,2.557e-16
397.71,5.607e+2,5.607e+2,2.559e-16
397.73,5.410e+2,5.410e+2,2.559e-16
397.75,5.160e+2,5.160e+2,2.560e-16
397.78,4.724e+2,4.724e+2,2.561e-16
397.8,4.422e+2,4.422e+2,2.562e-16
397.83,4.010e+2,4.010e+2,2.563e-16
397.85,3.793e+2,3.793e+2,2.564e-16
397.88,3.607e+2,3.607e+2,2.565e-16
397.9,3.603e+2,3.603e+2,2.566e-16
397.93,3.821e+2,3.821e+2,2.567e-16
397.95,4.137e+2,4.137e+2,2.568e-16
397.98,4.901e+2,4.901e+2,2.569e-16
398,5.617e+2,5.617e+2,2.569e-16
398.03,7.009e+2,7.009e+2,2.571e-16
398.05,8.141e+2,8.141e+2,2.571e-16
398.07,9.420e+2,9.420e+2,2.572e-16
398.1,1.155e+3,1.155e+3,2.573e-16
398.12,1.306e+3,1.306e+3,2.574e-16
398.15,1.532e+3,1.532e+3,2.575e-16
398.17,1.674e+3,1.674e+3,2.576e-16
398.2,1.861e+3,1.861e+3,2.577e-16
398.22,1.960e+3,1.960e+3,2.578e-16
398.25,2.065e+3,2.065e+3,2.579e-16
398.27,2.103e+3,2.103e+3,2.580e-16
398.3,2.120e+3,2.120e+3,2.581e-16
398.32,2.109e+3,2.109e+3,2.582e-16
398.35,2.077e+3,2.077e+3,2.583e-16
398.37,2.055e+3,2.055e+3,2.583e-16
398.39,2.042e+3,2.042e+3,2.584e-16
398.42,2.053e+3,2.053e+3,2.585e-16
398.44,2.087e+3,2.087e+3,2.586e-16
398.47,2.186e+3,2.186e+3,2.587e-16
398.49,2.283e+3,2.283e+3,2.588e-16
398.52,2.466e+3,2.466e+3,2.589e-16
398.54,2.604e+3,2.604e+3,2.590e-16
398.57,2.816e+3,2.816e+3,2.591e-16
398.59,2.946e+3,2.946e+3,2.592e-16
398.62,3.101e+3,3.101e+3,2.593e-16
398.64,3.164e+3,3.164e+3,2.594e-16
398.67,3.181e+3,3.181e+3,2.595e-16
398.69,3.136e+3,3.136e+3,2.596e-16
398.71,3.043e+3,3.043e+3,2.596e-16
398.74,2.822e+3,2.822e+3,2.597e-16
398.76,2.628e+3,2.628e+3,2.598e-16
398.79,2.287e+3,2.287e+3,2.599e-16
398.81,2.041e+3,2.041e+3,2.600e-16
398.84,1.666e+3,1.666e+3,2.601e-16
398.86,1.427e+3,1.427e+3,2.602e-16
398.89,1.102e+3,1.102e+3,2.603e-16
398.91,9.156e+2,9.156e+2,2.604e-16
398.94,6.873e+2,6.873e+2,2.605e-16
398.96,5.702e+2,5.702e+2,2.606e-16
398.99,4.434e+2,4.434e+2,2.607e-16
399.01,3.873e+2,3.873e+2,2.608e-16
399.03,3.497e+2,3.497e+2,2.608e-16
399.06,3.194e+2,3.194e+2,2.610e-16
399.08,3.109e+2,3.109e+2,2.610e-16
399.11,3.067e+2,3.067e+2,2.611e-16
399.13,3.054e+2,3.054e+2,2.612e-16
399.16,3.004e+2,3.004e+2,2.613e-16
399.18,2.931e+2,2.931e+2,2.614e-16
399.21,2.745e+2,2.745e+2,2.615e-16
399.23,2.572e+2,2.572e+2,2.616e-16
399.26,2.254e+2,2.254e+2,2.617e-16
399.28,2.015e+2,2.015e+2,2.618e-16
399.31,1.642e+2,1.642e+2,2.619e-16
399.33,1.398e+2,1.398e+2,2.620e-16
399.35,1.166e+2,1.166e+2,2.621e-16
399.38,8.564e+1,8.564e+1,2.622e-16
399.4,6.797e+1,6.797e+1,2.622e-16
399.43,4.629e+1,4.629e+1,2.624e-16
399.45,3.494e+1,3.494e+1,2.624e-16
399.48,2.207e+1,2.207e+1,2.625e-16
399.5,1.584e+1,1.584e+1,2.626e-16
399.53,9.282e+0,9.282e+0,2.627e-16
399.55,6.337e+0,6.337e+0,2.628e-16
399.58,3.443e+0,3.443e+0,2.629e-16
399.6,2.236e+0,2.236e+0,2.630e-16
399.63,1.128e+0,1.128e+0,2.631e-16
399.65,6.984e-1,6.984e-1,2.632e-16
399.67,4.263e-1,4.263e-1,2.633e-16
399.7,2.048e-1,2.048e-1,2.634e-16
399.72,1.356e-1,1.356e-1,2.635e-16
399.75,1.088e-1,1.088e-1,2.636e-16
399.77,1.359e-1,1.359e-1,2.636e-16
399.8,2.599e-1,2.599e-1,2.638e-16
399.82,4.254e-1,4.254e-1,2.638e-16
399.85,8.838e-1,8.838e-1,2.639e-16
399.87,1.411e+0,1.411e+0,2.640e-16
399.9,2.746e+0,2.746e+0,2.641e-16
399.92,4.176e+0,4.176e+0,2.642e-16
399.95,7.545e+0,7.545e+0,2.643e-16
399.97,1.092e+1,1.092e+1,2.644e-16
399.99,1.548e+1,1.548e+1,2.645e-16
400.02,2.519e+1,2.519e+1,2.646e-16
400.04,3.398e+1,3.398e+1,2.647e-16
400.07,5.130e+1,5.130e+1,2.648e-16
400.09,6.584e+1,6.584e+1,2.649e-16
400.12,9.223e+1,9.223e+1,2.650e-16
400.14,1.126e+2,1.126e+2,2.650e-16
400.17,1.463e+2,1.463e+2,2.652e-16
400.19,1.700e+2,1.700e+2,2.652e-16
400.22,2.050e+2,2.050e+2,2.653e-16
400.24,2.265e+2,2.265e+2,2.654e-16
400.27,2.534e+2,2.534e+2,2.655e-16
400.29,2.664e+2,2.664e+2,2.656e-16
400.31,2.745e+2,2.745e+2,2.657e-16
400.34,2.766e+2,2.766e+2,2.658e-16
400.36,2.711e+2,2.711e+2,2.659e-16
400.39,2.534e+2,2.534e+2,2.660e-16
400.41,2.363e+2,2.363e+2,2.661e-16
400.44,2.050e+2,2.050e+2,2.662e-16
400.46,1.818e+2,1.818e+2,2.663e-16
400.49,1.464e+2,1.464e+2,2.664e-16
400.51,1.235e+2,1.235e+2,2.664e-16
400.54,9.223e+1,9.223e+1,2.666e-16
400.56,7.405e+1,7.405e+1,2.666e-16
400.59,5.134e+1,5.134e+1,2.667e-16
400.61,3.924e+1,3.924e+1,2.668e-16
400.63,2.944e+1,2.944e+1,2.669e-16
400.66,1.855e+1,1.855e+1,2.670e-16
400.68,1.345e+1,1.345e+1,2.671e-16
400.71,8.423e+0,8.423e+0,2.672e-16
400.73,6.512e+0,6.512e+0,2.673e-16
400.76,5.465e+0,5.465e+0,2.674e-16
400.78,5.899e+0,5.899e+0,2.675e-16
400.81,8.324e+0,8.324e+0,2.676e-16
400.83,1.129e+1,1.129e+1,2.677e-16
400.86,1.823e+1,1.823e+1,2.678e-16
400.88,2.486e+1,2.486e+1,2.678e-16
400.91,3.843e+1,3.843e+1,2.680e-16
400.93,5.022e+1,5.022e+1,2.680e-16
400.95,6.436e+1,6.436e+1,2.681e-16
400.98,9.000e+1,9.000e+1,2.682e-16
401,1.098e+2,1.098e+2,2.683e-16
401.03,1.425e+2,1.425e+2,2.684e-16
401.05,1.654e+2,1.654e+2,2.685e-16
401.08,1.994e+2,1.994e+2,2.686e-16
401.1,2.202e+2,2.202e+2,2.687e-16
401.13,2.463e+2,2.463e+2,2.688e-16
401.15,2.590e+2,2.590e+2,2.689e-16
401.18,2.691e+2,2.691e+2,2.690e-16
401.2,2.696e+2,2.696e+2,2.691e-16
401.23,2.611e+2,2.611e+2,2.692e-16
401.25,2.503e+2,2.503e+2,2.692e-16
401.27,2.368e+2,2.368e+2,2.693e-16
401.3,2.148e+2,2.148e+2,2.694e-16
401.32,2.024e+2,2.024e+2,2.695e-16
401.35,1.941e+2,1.941e+2,2.696e-16
401.37,2.009e+2,2.009e+2,2.697e-16
401.4,2.414e+2,2.414e+2,2.698e-16
401.42,2.974e+2,2.974e+2,2.699e-16
401.45,4.432e+2,4.432e+2,2.700e-16
401.47,5.943e+2,5.943e+2,2.701e-16
401.5,9.259e+2,9.259e+2,2.702e-16
401.52,1.231e+3,1.231e+3,2.703e-16
401.55,1.837e+3,1.837e+3,2.704e-16
401.57,2.347e+3,2.347e+3,2.705e-16
401.59,2.943e+3,2.943e+3,2.705e-16
401.62,3.988e+3,3.988e+3,2.706e-16
401.64,4.765e+3,4.765e+3,2.707e-16
401.67,5.998e+3,5.998e+3,2.708e-16
401.69,6.822e+3,6.822e+3,2.709e-16
401.72,7.975e+3,7.975e+3,2.710e-16
401.74,8.632e+3,8.632e+3,2.711e-16
401.77,9.368e+3,9.368e+3,2.712e-16
401.79,9.650e+3,9.650e+3,2.713e-16
401.82,9.722e+3,9.722e+3,2.714e-16
401.84,9.532e+3,9.532e+3,2.715e-16
401.86,9.161e+3,9.161e+3,2.716e-16
401.89,8.317e+3,8.317e+3,2.717e-16
401.91,7.608e+3,7.608e+3,2.717e-16
401.94,6.412e+3,6.412e+3,2.719e-16
401.96,5.582e+3,5.582e+3,2.719e-16
401.99,4.368e+3,4.368e+3,2.720e-16
402.01,3.618e+3,3.618e+3,2.721e-16
402.04,2.628e+3,2.628e+3,2.722e-16
402.06,2.072e+3,2.072e+3,2.723e-16
402.09,1.398e+3,1.398e+3,2.724e-16
402.11,1.050e+3,1.050e+3,2.725e-16
402.14,6.602e+2,6.602e+2,2.726e-16
402.16,4.748e+2,4.748e+2,2.727e-16
402.18,3.379e+2,3.379e+2,2.728e-16
402.21,2.042e+2,2.042e+2,2.729e-16
402.23,1.523e+2,1.523e+2,2.730e-16
402.26,1.167e+2,1.167e+2,2.731e-16
402.28,1.161e+2,1.161e+2,2.731e-16
402.31,1.451e+2,1.451e+2,2.733e-16
402.33,1.838e+2,1.838e+2,2.733e-16
402.36,2.714e+2,2.714e+2,2.734e-16
402.38,3.504e+2,3.504e+2,2.735e-16
402.41,5.010e+2,5.010e+2,2.736e-16
402.43,6.224e+2,6.224e+2,2.737e-16
402.46,8.329e+2,8.329e+2,2.738e-16
402.48,9.887e+2,9.887e+2,2.739e-16
402.5,1.153e+3,1.153e+3,2.740e-16
402.53,1.409e+3,1.409e+3,2.741e-16
402.55,1.582e+3,1.582e+3,2.742e-16
402.58,1.846e+3,1.846e+3,2.743e-16
402.6,2.032e+3,2.032e+3,2.744e-16
402.63,2.361e+3,2.361e+3,2.745e-16
402.65,2.647e+3,2.647e+3,2.745e-16
402.68,3.269e+3,3.269e+3,2.747e-16
402.7,3.889e+3,3.889e+3,2.747e-16
402.73,5.295e+3,5.295e+3,2.748e-16
402.75,6.666e+3,6.666e+3,2.749e-16
402.78,9.597e+3,9.597e+3,2.750e-16
402.8,1.226e+4,1.226e+4,2.751e-16
402.82,1.558e+4,1.558e+4,2.752e-16
402.85,2.192e+4,2.192e+4,2.753e-16
402.87,2.706e+4,2.706e+4,2.754e-16
402.9,3.606e+4,3.606e+4,2.755e-16
402.92,4.280e+4,4.280e+4,2.756e-16
402.95,5.361e+4,5.361e+4,2.757e-16
402.97,6.100e+4,6.100e+4,2.758e-16
403,7.183e+4,7.183e+4,2.759e-16
403.02,7.854e+4,7.854e+4,2.759e-16
403.05,8.738e+4,8.738e+4,2.761e-16
403.07,9.226e+4,9.226e+4,2.761e-16
403.1,9.792e+4,9.792e+4,2.762e-16
403.12,1.006e+5,1.006e+5,2.763e-16
403.14,1.025e+5,1.025e+5,2.764e-16
403.17,1.041e+5,1.041e+5,2.765e-16
403.19,1.045e+5,1.045e+5,2.766e-16
403.22,1.043e+5,1.043e+5,2.767e-16
403.24,1.039e+5,1.039e+5,2.768e-16
403.27,1.027e+5,1.027e+5,2.769e-16
403.29,1.015e+5,1.015e+5,2.770e-16
403.32,9.893e+4,9.893e+4,2.771e-16
403.34,9.663e+4,9.663e+4,2.772e-16
403.37,9.209e+4,9.209e+4,2.773e-16
403.39,8.829e+4,8.829e+4,2.773e-16
403.42,8.140e+4,8.140e+4,2.775e-16
403.44,7.609e+4,7.609e+4,2.775e-16
403.46,7.032e+4,7.032e+4,2.776e-16
403.49,6.103e+4,6.103e+4,2.777e-16
403.51,5.463e+4,5.463e+4,2.778e-16
403.54,4.509e+4,4.509e+4,2.779e-16
403.56,3.897e+4,3.897e+4,2.780e-16
403.59,3.047e+4,3.047e+4,2.781e-16
403.61,2.539e+4,2.539e+4,2.782e-16
403.64,1.879e+4,1.879e+4,2.783e-16
403.66,1.512e+4,1.512e+4,2.784e-16
403.69,1.070e+4,1.070e+4,2.785e-16
403.71,8.456e+3,8.456e+3,2.786e-16
403.74,6.067e+3,6.067e+3,2.787e-16
403.76,5.076e+3,5.076e+3,2.787e-16
403.78,4.533e+3,4.533e+3,2.788e-16
403.81,4.508e+3,4.508e+3,2.789e-16
403.83,5.002e+3,5.002e+3,2.790e-16
403.86,6.493e+3,6.493e+3,2.791e-16
403.88,7.985e+3,7.985e+3,2.792e-16
403.91,1.095e+4,1.095e+4,2.793e-16
403.93,1.339e+4,1.339e+4,2.794e-16
403.96,1.761e+4,1.761e+4,2.795e-16
403.98,2.070e+4,2.070e+4,2.796e-16
404.01,2.551e+4,2.551e+4,2.797e-16
404.03,2.864e+4,2.864e+4,2.798e-16
404.06,3.287e+4,3.287e+4,2.799e-16
404.08,3.517e+4,3.517e+4,2.800e-16
404.1,3.692e+4,3.692e+4,2.800e-16
404.13,3.827e+4,3.827e+4,2.801e-16
404.15,3.826e+4,3.826e+4,2.802e-16
404.18,3.687e+4,3.687e+4,2.803e-16
404.2,3.510e+4,3.510e+4,2.804e-16
404.23,3.143e+4,3.143e+4,2.805e-16
404.25,2.850e+4,2.850e+4,2.806e-16
404.28,2.371e+4,2.371e+4,2.807e-16
404.3,2.048e+4,2.048e+4,2.808e-16
404.33,1.584e+4,1.584e+4,2.809e-16
404.35,1.303e+4,1.303e+4,2.810e-16
404.38,9.388e+3,9.388e+3,2.811e-16
404.4,7.381e+3,7.381e+3,2.812e-16
404.42,5.716e+3,5.716e+3,2.812e-16
404.45,3.828e+3,3.828e+3,2.814e-16
404.47,2.940e+3,2.940e+3,2.814e-16
